"","IC50","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54","PC55"
"LC:NCI_H23",5.95297127777778,-4.35509601377053,2.36741510626977,-1.836404492005,0.940328224794753,-1.55421895106716,-3.38479465662023,-6.12119012919596,-2.98531663361775,-115.173527847335,-8.29767732719684,-3.67978090650205,-1.12635686765483,1.54535129486018,-0.383884268260694,-0.401814228206251,-1.34167305373303,-0.753400539176153,1.10015024778883,-1.25339939141132,-1.79790691580476,-1.38844225601408,-0.718304947327921,0.924270731053414,-1.03753009971214,-0.484472657863426,-0.449684131464131,-0.805653690119863,0.00140410741967531,0.179147060338726,0.653206984040944,-0.279421844871346,-0.30142144574866,-0.5023566650876,-0.389984813524492,-0.0505805724609415,-0.692554030168839,-0.399575790126915,0.305662644765045,-0.320599402659603,-0.0353843851420176,-0.115071657585988,-0.147639192596079,-0.148457921931094,0.402072125225905,0.176313014110794,0.0504750203481168,0.325742161058065,-0.00238018275432231,0.0951749000512292,0.0826562910738922,-0.204894500431661,-0.22009581809412,0.260068070914371,0.0232472794955097,-0.0201307749439357
"LC:NCI_H322M",5.01698458762887,-7.14557524136823,0.866204872605412,-3.87061948986416,4.26042964485481,-1.99997458809833,0.871817287798507,-3.65844462057497,-2.17995314653562,1.96013809364395,-2.02504378365892,-4.19193137263205,0.196296873866746,0.332989424606462,-10.5484210408505,-6.71253647207065,16.2568605523844,75.3477778249517,36.406747456239,-6.73252489938232,6.18922620810657,0.924960011732934,3.81955811269989,0.772982562485973,0.5101336294705,1.70241599199801,0.996140032888119,-0.395040562075737,0.606839538563172,-0.951071789269255,-1.41241476814194,2.10929934692035,-1.1890694372128,1.04668072514869,-0.0443549678250261,0.953093330488655,-2.27495742131526,-0.322622240260943,0.425364339184415,-0.0419675423121987,-0.552489016387696,-0.910993773614041,0.93615393115043,-1.4326733973056,-1.82388950356144,0.566205043417705,0.0254712328219647,0.633321017842942,0.0393033206957532,1.44667804725917,0.0483952948322027,-0.706131438868545,0.329626480079492,-0.112370514342618,0.277260220406105,1.09161313577921
"LC:NCI_H460",6.18074795192308,-8.81897290980384,0.912931112939059,-3.41460273262841,3.19652122566651,-0.15106264484189,1.5536015201634,-5.10669664754916,-1.9462023342971,3.44053093399567,-3.65551488006005,-1.28852354323702,0.640146476868168,0.756650189844446,-3.61271714766219,0.560287749202252,3.58647452345193,-0.819454514883002,-4.51596870839631,6.67976465296939,6.31297820476991,-3.72004501231928,-2.92252002648172,0.76828271171734,-71.6764667800635,-6.94821505442778,15.9406053339243,12.6154616816029,16.654836030174,-1.96219480464794,2.96732089974604,3.32352004540453,-2.0358733479427,5.20654879791036,-3.02053841310456,-2.14208057208337,-3.09820899857092,-1.93395176100545,-3.06332982854211,0.270186976081973,0.62348699929985,-0.739345329797119,1.7865419061463,-1.69143980588033,0.366941602367797,0.292129649077488,-0.530080151969457,0.521109332065623,-0.371412341671565,-0.489129945506376,-0.436197207119141,-0.741142577462213,1.4202718953436,-0.730925926323603,-0.0272770582382683,0.988649025663611
"LC:NCI_H522",6.06612647959184,-10.0046254813452,1.09859331038388,-2.5125018802809,3.61938055175424,-1.26934473568946,1.84119131386796,-4.06592752044209,-2.90844304705972,2.33989632369082,-2.04381545371179,-2.31032510479454,-1.18266951320739,-0.339828901300598,-1.53416748373834,1.59647288900006,2.60259513699136,-1.37137920809696,-1.6947078533658,2.02944260780402,3.5699418969674,3.08638047170817,-4.58805616298801,0.810419555765398,5.20299608820782,0.656074423599092,-4.50425229354241,-4.90436522989252,-4.31143661523163,-5.60302787028935,1.99315011490243,-7.67779752993794,13.1006867100945,6.98151462520181,-35.8438540202503,-41.213034576528,-7.14279799168111,0.733404437353854,-17.4625700252968,28.7874206130136,-1.67173495935397,-10.1214168788757,11.9243805351644,-0.567637046115477,2.00848906529863,1.80775740804666,-0.457362925347635,1.01309223809833,-1.71650441901724,0.002846450762571,-0.701541123878841,-2.9653999839609,2.22336935340365,-1.33578910789434,3.49971069612495,1.20318063388224
"OV:IGROV1",5.24254438,-4.26770897337928,-0.206996253468311,-0.0697106130385289,1.42715318245766,-1.98514552915708,2.17262083123271,-7.72099686523893,-5.09953734175424,-6.09899646861577,112.649386429288,0.871597472465874,-2.62436343305387,0.181676667786674,0.560378139734206,0.649663105608738,-0.218919481369101,-0.4592882447249,0.987313893620801,-0.364304039832787,-0.67153637058728,-0.458448467639883,0.64150471791123,-0.194433812155321,-0.880402931709238,-1.17324034919269,0.492118375742011,-0.16549583000571,0.907860620222097,-0.0210560629394392,-0.779361936023122,0.489052623276405,-0.806293083493681,0.0861455645564553,-0.746352034500341,0.0255113210761057,0.168538409803604,0.540490243662891,-0.0228261016391021,-0.529688409335342,-0.884991414519864,-0.106013463564478,0.683636891426361,0.00356158024227785,-0.0500109934716667,-0.0154409689094595,-0.0384103426972661,0.305844994171758,-0.353710883532673,0.429531510547848,0.0365827128530395,-0.455268107565507,0.0623505922392088,-0.0969671460458609,-0.0504584354506439,-0.208327566245931
"OV:OVCAR_3",6.10325226666667,-11.046404841406,0.324911026772976,-3.30717804848882,4.93794937405597,-1.39599972756192,2.61478529440357,-5.29298558945834,-1.64879720282507,2.51387683598032,-1.36096239776979,1.59768060918173,-1.56487708394945,0.911812648195538,-4.18106929244967,-0.142015479723682,3.25183432732002,-2.10079938923178,-4.03055939510832,3.98454289892484,0.843509474094786,-1.63383957919546,-3.38886451357614,5.92012460969927,-1.63587899475118,5.36823531289586,-2.61816472481807,-5.067304701057,-5.1539496403068,-1.00136043878977,-0.47841034053701,4.5188882391927,50.0402255260017,-10.5550729271086,-5.05807836261928,34.3329627176341,-27.7837397800032,3.24476580793065,-7.78570500500098,3.51787720696313,-10.4057530385096,0.0668308628385994,2.92437929931168,-4.49579534523709,0.139667170828176,-1.98124286319988,-1.74179158405803,2.07859097439765,2.71576580863714,3.26543085684892,-1.71936114564532,-0.519859458723702,2.8280778750997,-0.377506224500827,0.979530063942715,0.475853336556027
"OV:OVCAR_4",5.82980761165049,-10.8947839630246,1.20462786730693,-4.16792626641618,4.3630795385462,-1.11604279609912,2.6406488687553,-4.32637107738787,-1.62462498822839,2.08996864421092,-1.87283802782605,-1.05473356882859,-1.05435093811986,0.957827791116857,-3.32931909404436,1.35119736407125,2.97121019653146,-1.42756956869809,-2.67938280735299,2.0617611099549,2.3464064530298,1.23622377550314,-2.36060140620547,2.34791631724822,1.77871334362587,3.60818734157461,0.987503023887011,2.00733014347576,-4.98003767602004,-1.83778327350161,1.04870391591577,0.538529571813724,0.415969705021109,-0.834415912000957,3.52392111038987,-5.31966607338763,4.96107429092215,2.03700423812319,1.15031832639498,-3.19584382957383,8.45116885485452,0.0853516474745878,-9.94923548275013,1.30615044316159,-0.887938425352992,-27.5842460785163,-50.5793827546146,18.1410646177413,-2.51033335010017,8.34875393660464,-2.84219738484704,-2.46794174695192,3.40023491272006,0.291862302763596,3.76238445718027,2.74720849107366
"OV:OVCAR_5",6.16825092523364,-10.1954656660515,0.770648720859998,-3.05052920257586,4.01094136522382,-1.85315713120142,2.56344119731967,-5.70009508590277,-1.91242358583661,1.37164091977118,-2.80798692104484,-0.911410959361638,-2.49131812310268,-1.09348216550896,-4.74369481709186,1.32194065942527,2.33719724854348,-0.462634838959341,-1.22003889895556,2.20546905617274,4.63031134864883,-0.932545644525582,-2.06107787218774,5.12729989802836,-2.60534014986685,3.19389933867674,0.163577967385918,5.4465645400473,-7.55542906610385,4.46411251784454,2.75321754481058,-9.39994046104411,11.1004223428018,3.43537345380893,-9.67519056325522,14.1258056872725,49.5702517236401,35.4414616378198,6.62393009133627,3.67536844777155,-11.2803451171067,-10.9494419828765,4.37837962871509,-5.11969388077462,-3.14951309232461,6.5882404501861,0.742868382553799,2.66577275373905,-2.1341621265019,-3.37520217460719,4.67320134990649,-0.932415871266896,1.18260262907139,-2.16810122518923,0.052551259479669,0.337997151355853
"OV:OVCAR_8",6.14136714953271,-11.8135027389828,1.07539239343066,-4.06809573984242,3.21811804134707,-1.20144689508771,2.28636370999734,-4.55811397604618,-3.01261047460946,2.97313327127417,-1.6687325440108,-0.566798401315661,-1.20990865133037,-0.187290932483023,-4.02649671232436,1.08511406694117,1.71283305729994,-2.18207117657137,-3.26142950860925,1.48998548420108,3.18918621401805,-1.57619429170863,-6.23079450567416,4.08747159166024,2.37232721206219,5.91597739634835,-0.510427671240084,-0.704169927948096,-13.1038536094359,0.197342694026537,31.1274765607808,9.509740859213,-18.1584503695641,9.69184473611302,-4.4417240913179,8.77815294220509,-10.5094300873216,5.27260169260549,1.08267556138661,-0.72547270615512,-2.05806452015813,-1.05318320238697,5.97029666984111,-0.939600919998272,-0.382592272903526,2.22696890053846,0.0125167353283389,0.2882759582716,-0.362131668793343,0.417599976948191,-2.52441614624773,0.615295505708949,-0.0386996167772615,-0.524313923932624,0.568875417942614,1.0226612148731
"OV:SK_OV_3",6.22817157142857,-9.3668917980268,0.993999176133346,-3.28837497403049,3.37131561319565,-0.709081105606374,2.86824840753852,-5.01345618947245,-1.61587239926522,2.35493485445298,-2.27516647711128,-1.70757535799961,0.266416763103877,1.22256496381467,-7.19786126763178,3.60124202541812,6.64803942474248,2.04616258935773,-5.67338998411745,-4.54418127240623,1.14854685801702,-3.04012256040673,-45.6297211168427,-55.7400224540609,5.60754475696888,-23.1687564599783,-2.48858612546525,-8.54780958586846,10.3493022005569,6.55596518304718,0.0995366955830815,-0.063242445582248,-1.16740913341241,-4.90033308550687,2.00956570707371,4.4779773027935,0.136929442018778,1.44712312850855,3.74163874112615,3.30207345706117,0.81343513446103,-2.05973938417796,0.61011495950914,-0.426358640667641,-1.36309746114397,2.83115926495033,-1.27751127823758,2.22821560145724,0.879160910960167,-0.87745836520687,-1.01545337808647,-0.632690737371664,-0.516615324669404,-0.767166677140851,0.0461849854965295,1.1993386723165
"OV:NCI_ADR_RES",6.16343840816327,-11.2484723965289,1.21018166412464,-4.22517518807912,3.5897826888865,-1.27769124919015,2.58711111004233,-4.84994417930401,-2.97970770696984,2.97847110295658,-1.84661438298924,-0.669594128994862,-1.38934132019156,-0.567566916871238,-4.85720699286477,1.42337048898342,1.34782842926244,-2.39894022130662,-3.5908669096726,1.10794608502492,3.68065993044624,-2.01468960940762,-7.84779360195882,4.82286703555912,3.39234599193093,7.67791152606482,-0.674917650463654,-0.341624627954725,-15.9293083512672,-0.00722150039941533,38.2221028211221,11.6540369490619,-22.0353096129704,11.2475049590168,-5.78579609631933,10.3797752818521,-13.5219561185376,6.64278264202459,1.50085472246318,-0.301347330806767,-3.20511025482107,-1.17246466492289,7.2555505508438,-0.512957276453829,-1.19242331928972,3.57550762272918,-0.462385698554367,0.800657100393623,-0.259931213028364,-0.284076821987674,-2.1694083660456,0.768340559996464,0.638200379994788,-1.22486945100883,0.660191978710975,1.67091705857302
"PR:PC_3",5.665271,-11.0929484161618,1.21243846644425,-3.60452717221055,3.0705272008685,-1.57418945693461,2.54498218504225,-5.09254633668795,-2.79216169956693,2.03415388419973,-1.152442421918,-1.33660936847073,-1.00966204029236,-0.227393897287143,-3.01850807772155,0.446654397096759,2.40534812027976,-0.708055591138303,-1.36570459514816,0.668393057084602,2.61720754873329,-0.0614144191376021,-1.27745171551239,0.818319808099243,-0.227327874240849,-0.646492637444585,-1.63454416549716,1.24656840321487,-1.5476826723352,-0.881301422060658,0.323845606113326,-1.83714904720381,3.17372030113436,1.11712334935395,0.127936540247222,-3.77209260734941,1.1495677571423,3.41865979937608,-0.00314129356859829,0.725051394827797,4.58975233784981,3.39608199467726,-0.0417724624706719,1.42519630556765,4.22809223213394,-11.6404737879899,2.9213838893898,-7.8602886034353,12.0553194630665,9.25306226199223,12.4168139617218,49.7372723471252,-22.8996011526843,-0.278938827589486,1.66839382790678,2.61710499325309
"PR:DU_145",6.06422544,7.46915218535133,0.949969256594286,0.394880836381004,0.122021794214466,1.84820661713083,-149.900574527122,3.51960834713265,-2.88430457293073,4.50348578834317,0.0251370575755948,0.122752284791286,-0.981901804458614,-0.397684898526625,-0.481408911595205,0.367822117646638,0.537144235877631,-0.857887691451774,-0.451715277766911,0.329450565865214,-0.393863572515049,0.28255460278323,-0.202810333697966,-0.020814374556839,0.15885760504685,-0.186457310103867,-0.769570069349722,-0.138033890744234,-0.704918768474366,-0.105682370005399,-0.120258269919099,0.298877652281107,-0.0811524249141614,-0.999213075583758,0.202035946415749,0.0205211479002639,0.246251287719195,-0.0185452173793445,0.0749818292331669,-0.428429237899358,0.183748433957936,-0.143113150832729,0.0389122909396075,-0.0149102024110333,0.487500694513288,-0.214427483148239,0.117722746018296,-0.0184481640337272,0.0589478160691885,-0.189884576374174,0.160622674432999,0.00931525242317778,0.194197359759006,0.0209906307784954,-0.306673328022571,-0.182264352954636
"RE:786_0",6.08324044578313,-10.1231179357872,0.834356932745943,-3.23633118913021,4.07506953993415,-1.63387609141215,3.04635015437438,-5.40544903921941,-1.14222563730997,2.14216927286477,-2.05502809166861,1.56156815195589,-3.07659040981352,0.196630072593378,-3.29409301621543,1.92384825331443,2.04675987401463,-1.89134394036515,-3.98714421517914,2.09152097567058,5.3064796637775,1.22841964754914,0.995225768915514,8.63046389095688,-0.797554731555895,-3.24749747839119,-1.43470228543397,5.05425743113476,-3.3156390581562,-1.81884555861994,-6.45224478495782,4.2666526108774,-0.188607733292903,-21.7612924431486,27.5737520507704,-22.2640443977565,-19.5181008241588,32.4566633332144,30.5937869039623,16.1290915928608,0.755385805344825,10.6038937715705,8.67362589579604,-4.66055706039608,-4.99941842782654,4.85265521170549,2.45151827684213,2.73503369434733,0.0232981929729328,-1.05811191088709,1.41997416823554,-3.53586135356072,0.112283390264513,-2.19770483898298,-0.746808687829581,0.00284408074793
"RE:A498",5.17475980722892,-10.6478456709031,1.07204078863623,-4.17410195531377,2.29270193114066,-1.44706084004663,3.03243791411098,-5.1541030046296,-1.59831039849995,2.67566409612621,-1.30795585622687,-0.266160790665931,-0.332010939716429,-0.292915161799565,-3.5867879307822,-1.06288092258593,1.77819302313744,0.8106019222811,-1.23166764106878,2.78030518443224,0.0466890537180307,-0.321439923861429,-1.5347792749964,1.70227288707895,0.460661135242009,4.12511634760273,-0.901664348821491,4.77054912768263,-3.60754090049967,-1.03552982927611,0.390108193965211,-2.34890973765763,6.21208856563237,-0.761006851221673,4.85212134055453,-2.35011133422017,-0.08667701734076,0.873533828997617,2.01933833194114,-4.88111131284502,7.99547735829252,-1.43378985837616,-9.83676028822981,32.6741797099287,40.4707829016916,32.8190078296604,-10.5647750831841,0.961650542398602,1.40021122848586,0.231675009167378,-0.114261817873686,0.729279112867984,0.730729839881758,-0.888397439401216,2.97434401152728,0.546426289157029
"RE:ACHN",5.72044079012346,-11.9583835010272,1.32212309242094,-3.49319806215516,3.8086479639013,-1.58014881997066,3.28136625621785,-4.45588013924845,-2.46430115241035,1.82360614959309,-2.22641607341019,0.397899215388748,-0.939790900916953,0.431422746493065,-2.60665118080621,0.46677826713772,2.57777961767243,-0.277155976450456,-2.35101687121914,1.45295043209214,1.56218327141584,-1.03103024925135,-0.846439326842748,0.837884752113928,0.503609099885373,1.51781309826574,0.022290053443475,1.64516593845024,-2.14689058034091,-0.198382867598738,-0.0380608107863144,-0.0506839398934278,2.37613323748824,-0.337683614251746,-0.242946893270356,-0.568927722804503,0.584309537066555,-0.0882126385892539,0.438691330293693,0.165455048714651,0.0700137092815176,2.28959070232716,-2.12860934136058,0.729913095302854,-0.403432165216219,-0.69011568657106,1.51816907837648,-1.19194815191223,0.328877173172122,-1.39111583124397,-0.376012184964685,-0.545210421203887,1.09313491000748,1.4548854475062,-4.12412604642539,-7.5685417967387
"RE:CAKI_1",6.20573087912088,-10.5933449084629,1.1339272614232,-3.95518387638568,3.20141954853465,-1.12230201488041,2.56334686412722,-4.65463626944724,-2.85908507902634,1.97362592478774,-1.75957443045387,-0.985904584776404,-0.158897169421707,1.17350064327198,-3.16131077480986,1.74636835563698,1.68741188939704,0.0511140405731166,-3.18730876901505,0.783123418559588,2.13105688275298,-0.694874973213536,-3.1943238035956,1.48093614536526,0.830763037602643,0.899866691761049,-1.42394018585808,3.87120919400869,-2.85771003931405,1.45716349038203,0.0676153155048342,-3.65629711011187,1.65957367764172,0.271891501548977,2.91144688710179,-4.38039766880731,6.69468327591866,4.21897003262253,2.72093125568374,-2.06320588309267,-2.05305261325292,0.763061534833724,-7.77129652462416,0.586031134857302,10.465845327553,-17.3452982482936,8.9280512127477,-30.676719026756,9.65990189667061,18.4384313692432,-41.9509209925899,-7.69634746400323,-0.0653487970922806,0.750008908911725,2.50736586953502,1.35156136043161
"RE:RXF_393",6.09241069148936,-10.3803990466821,1.12779433460359,-2.62132090317121,3.19092644106661,-2.00165878174528,2.0396803104405,-5.5458986713226,-1.41460719514659,1.72180661406358,-1.86330829947352,-0.465238602177934,-1.44378093053813,0.79853801435032,-1.99793576034954,2.63690213451645,2.27847416624508,-0.780989330806962,-1.69458427921767,1.54939578102597,2.67207074916516,-1.69010589097677,-0.549997285031886,0.458767321321587,-1.36358188069968,2.91101082917683,0.354085385975328,2.57226987302595,-5.47253755384532,1.2488114591922,5.50330497502924,-2.35149787962315,4.44372137714284,-11.52657763155,-2.73185652607077,-1.77743509787561,7.74809232650623,-7.52625518111416,-4.11671186839912,-0.278017309045775,-0.498159149075478,18.5906826763749,-0.186069897415998,45.2520890827122,-38.4158744017033,0.946059404659981,3.41674631217017,-5.41444253794317,-0.321007893779357,3.3402673974709,1.46198069585228,-1.57809098131793,2.7760188423041,-2.46647072655018,1.98795819027344,0.417868219314811
"RE:SN12C",5.86947405504587,-5.66637112349532,1.29604308937936,-3.5067988172698,3.58460301567417,-1.25051338289988,1.97550060807929,-4.76378166741574,-5.15704723717532,-1.78560066946715,-3.16966609939441,94.2787153560793,14.401052109053,-0.335408848600143,21.8314266194562,-2.21720072903558,-7.70152955800178,5.08759508305022,1.44621178844892,-0.923412354726282,0.804276476693019,0.438998646717707,0.620006953210459,-2.19701023734897,-0.620900052686875,0.532730077926355,-0.933388514701864,-1.69073356928424,1.27922070142587,1.22300808797659,0.440275112265074,1.57189231425557,-0.867275051828073,0.155492362744726,-1.51049424063916,-0.464655627198478,1.05041298013247,-0.713261497145858,1.14631124895945,0.617063319013755,-0.422935360144912,-2.21684607029269,-0.458399127253324,0.38988072810662,0.00823466946934783,-0.778848427474974,-0.237022014051028,-0.0848293937130485,0.00228638103232259,-0.504535006182951,-0.0811774645892764,0.540223295962684,0.0557373592758914,-0.669747703854774,0.216724484926933,0.0632247405445318
"RE:TK_10",5.96939397619048,-9.44950466197143,0.582694939119448,-4.43423104284022,3.33376163565837,-1.25628294363224,3.55849655474164,-4.91140392292777,-2.73021542762882,3.61570321936905,-2.11027805363178,-2.58396807514392,0.367160251175898,0.319897376533654,-5.64288874388817,-1.79830063086078,4.10463903729809,-2.31240592715876,-4.83381952405316,1.9633757998392,8.58965240991045,0.969308209501126,-3.50414534830331,16.6732572280364,-13.5799572887464,5.05332555200091,-53.3974811026106,-43.3875951125623,15.4641684235843,0.0514945570335138,-8.72610068837185,4.63541620623608,-10.0872515943959,0.604225087032059,3.25229883013303,3.73942424958305,5.03582006132531,-2.46470375363149,-0.149189824765718,0.407844921464143,1.08523639230349,-0.807836150375698,-0.32458009434203,0.497347832277403,-0.98094433631795,2.22343777240255,-0.81790388773234,-0.658696102394031,-0.911684685928344,0.886806019790892,0.291879663686516,-1.09174368624399,0.374205358243777,-0.800962468201614,0.913420515591557,0.364006767141332
"RE:UO_31",5.79071190909091,-9.67688852308358,0.586439993639155,-4.27337274513323,4.39624201627836,-1.28761049533059,3.49004703636023,-5.55907569153961,-2.62556841862817,2.01066237184545,-0.477566343432379,-0.577099745944993,0.547559296219415,0.463051617537428,-4.47548129137101,-0.0476607090431038,4.55641322507041,-3.06751845997379,-2.10763208525056,2.27131273481392,2.76994701101653,3.79334729804094,1.31724692881221,2.08762725689039,0.823796372616095,2.29095410716103,-0.0100099010399197,2.80349481229297,-9.18845180315501,-4.11239038862683,6.98099482241922,5.05255899334688,10.3288608877877,-12.567656272273,8.36363362193867,-1.44283673902748,5.7964647945006,-8.31867350051077,-2.90877282300039,-7.89976833970318,51.1017448068192,-29.796793470494,1.76165068621658,-9.29256741949985,-13.1188600047377,7.5590234795556,7.97104716792739,0.0579973367995243,0.364232563138646,-1.45545082005037,-3.90063311857185,-0.804044881122202,-0.150921043142677,-0.478384877074799,0.136124848770765,1.34510139582464
